run_key,run_label,experiment,harness,agent,model,mode,audit_id,roles,source_types,total_calls,agent_calls,runner_calls,unique_commands,top_intent,top_intent_calls,top_primary_command,top_primary_command_calls,top_tool_family,top_tool_family_calls,inspection_calls,blockchain_rpc_calls,mutation_calls,compound_calls,mutating_flag_calls,nonzero_exit_calls,unknown_exit_calls
chatcmpl-tool-9bb6756cebc0de35,chatcmpl-tool-9bb6756cebc0de35,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9c7a5607d620cc08,chatcmpl-tool-9c7a5607d620cc08,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9c915000d482af7a,chatcmpl-tool-9c915000d482af7a,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9ca027111c350d26,chatcmpl-tool-9ca027111c350d26,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9d77dce5b4aad3d6,chatcmpl-tool-9d77dce5b4aad3d6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9df0a828e00af42b,chatcmpl-tool-9df0a828e00af42b,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,cat,1,file_reader,1,0,0,1,1,1,0,0
chatcmpl-tool-9df8db120a584114,chatcmpl-tool-9df8db120a584114,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9e27e001b5232e9a,chatcmpl-tool-9e27e001b5232e9a,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9e30c24f9397dd7c,chatcmpl-tool-9e30c24f9397dd7c,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9e374777585b5f1c,chatcmpl-tool-9e374777585b5f1c,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9e51fc14737e3c51,chatcmpl-tool-9e51fc14737e3c51,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9e908d89a57d9238,chatcmpl-tool-9e908d89a57d9238,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9ee5dd4a889f6516,chatcmpl-tool-9ee5dd4a889f6516,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-9f6dd81a1ea5b9bb,chatcmpl-tool-9f6dd81a1ea5b9bb,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a0018d88d931bda5,chatcmpl-tool-a0018d88d931bda5,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a086849e4a8b12d7,chatcmpl-tool-a086849e4a8b12d7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a0c70566c5612aa6,chatcmpl-tool-a0c70566c5612aa6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a0d0f7ef7f7abaa8,chatcmpl-tool-a0d0f7ef7f7abaa8,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a1a7c69ed9d843b6,chatcmpl-tool-a1a7c69ed9d843b6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a296eea754bf272c,chatcmpl-tool-a296eea754bf272c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a31b0f22d041fff8,chatcmpl-tool-a31b0f22d041fff8,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a39f9028854ef2e7,chatcmpl-tool-a39f9028854ef2e7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,cat,1,file_reader,1,0,0,1,1,1,0,0
chatcmpl-tool-a3b1766c6e7bf726,chatcmpl-tool-a3b1766c6e7bf726,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a3c064fd6421009a,chatcmpl-tool-a3c064fd6421009a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a4222d67042463d9,chatcmpl-tool-a4222d67042463d9,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a44dc5ed52598d19,chatcmpl-tool-a44dc5ed52598d19,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a46678983b7c70d7,chatcmpl-tool-a46678983b7c70d7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a48921c62282d4d2,chatcmpl-tool-a48921c62282d4d2,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a4d4b861a51b78a5,chatcmpl-tool-a4d4b861a51b78a5,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a4f9249e1752349c,chatcmpl-tool-a4f9249e1752349c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,version_control,1,ls,1,version_control,1,0,0,0,1,0,0,0
chatcmpl-tool-a53f839949419a13,chatcmpl-tool-a53f839949419a13,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a5463c050d31926c,chatcmpl-tool-a5463c050d31926c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a577f9a3eab19122,chatcmpl-tool-a577f9a3eab19122,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a5fef2820597b427,chatcmpl-tool-a5fef2820597b427,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a61d41b23d8ff3c4,chatcmpl-tool-a61d41b23d8ff3c4,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a6fe85011393d477,chatcmpl-tool-a6fe85011393d477,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_search,1,grep,1,search,1,1,0,0,1,0,0,0
chatcmpl-tool-a7171cf1ba359574,chatcmpl-tool-a7171cf1ba359574,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a75810b98f219842,chatcmpl-tool-a75810b98f219842,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a78cf200f861d6b7,chatcmpl-tool-a78cf200f861d6b7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,for,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-a7e6145f797f9e18,chatcmpl-tool-a7e6145f797f9e18,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a81c3e873ea094ae,chatcmpl-tool-a81c3e873ea094ae,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a84cee2ea34a06b9,chatcmpl-tool-a84cee2ea34a06b9,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-a9212d2da6ef0b4f,chatcmpl-tool-a9212d2da6ef0b4f,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a9b002d0408143e1,chatcmpl-tool-a9b002d0408143e1,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-a9ba0673ac7f81d6,chatcmpl-tool-a9ba0673ac7f81d6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-aa290287c1c9d8ae,chatcmpl-tool-aa290287c1c9d8ae,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-aa9dbcbeeadf6260,chatcmpl-tool-aa9dbcbeeadf6260,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-aaae65d6eb976fff,chatcmpl-tool-aaae65d6eb976fff,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-aabc7396036fde3e,chatcmpl-tool-aabc7396036fde3e,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-aae0b13416a662c3,chatcmpl-tool-aae0b13416a662c3,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-ab06ca7dc42638c6,chatcmpl-tool-ab06ca7dc42638c6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-ab0873b89ebbe2d6,chatcmpl-tool-ab0873b89ebbe2d6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-aba8a431f177bc87,chatcmpl-tool-aba8a431f177bc87,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_search,1,grep,1,search,1,1,0,0,1,0,0,0
chatcmpl-tool-abddca69e0bc0981,chatcmpl-tool-abddca69e0bc0981,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-ac056a7693c5a3d7,chatcmpl-tool-ac056a7693c5a3d7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-ac85196ddbeb03c2,chatcmpl-tool-ac85196ddbeb03c2,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-acdba303812e78ae,chatcmpl-tool-acdba303812e78ae,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,mkdir,1,other_cli,1,0,0,1,0,1,0,0
chatcmpl-tool-ad2dbfca38527e49,chatcmpl-tool-ad2dbfca38527e49,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-ad801a8345fcd25c,chatcmpl-tool-ad801a8345fcd25c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-ae1ea13e32969a7a,chatcmpl-tool-ae1ea13e32969a7a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-ae5c36e573c7b6c5,chatcmpl-tool-ae5c36e573c7b6c5,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,which,1,other_cli,1,0,0,1,1,1,1,0
chatcmpl-tool-ae9383ba5021ccac,chatcmpl-tool-ae9383ba5021ccac,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-af4dca9d008c2319,chatcmpl-tool-af4dca9d008c2319,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-af65a3aa399e9431,chatcmpl-tool-af65a3aa399e9431,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-af667896d34b5dfd,chatcmpl-tool-af667896d34b5dfd,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-af892c21c3b6783f,chatcmpl-tool-af892c21c3b6783f,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,build_or_test,1,forge,1,build_test,1,0,0,1,1,1,0,0
chatcmpl-tool-afd2e54fc2874486,chatcmpl-tool-afd2e54fc2874486,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_search,1,grep,1,search,1,1,0,0,1,0,0,0
chatcmpl-tool-afdf9ed2cdb5f106,chatcmpl-tool-afdf9ed2cdb5f106,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b03a58a3b1d36d7d,chatcmpl-tool-b03a58a3b1d36d7d,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b050f126e02753d5,chatcmpl-tool-b050f126e02753d5,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b0c1601f2a950ebd,chatcmpl-tool-b0c1601f2a950ebd,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b2053f8014439aa6,chatcmpl-tool-b2053f8014439aa6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b212bc3263583fd2,chatcmpl-tool-b212bc3263583fd2,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b21b06dac046a87d,chatcmpl-tool-b21b06dac046a87d,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-b21dd5d8e475a32c,chatcmpl-tool-b21dd5d8e475a32c,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b235d04938e60631,chatcmpl-tool-b235d04938e60631,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b26e3f5d6aff3d8e,chatcmpl-tool-b26e3f5d6aff3d8e,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b277818b6247427a,chatcmpl-tool-b277818b6247427a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b2974574aa65683c,chatcmpl-tool-b2974574aa65683c,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b2d3af1c676291f9,chatcmpl-tool-b2d3af1c676291f9,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-b3598d67361c2b16,chatcmpl-tool-b3598d67361c2b16,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b3b2ad40564f2f2f,chatcmpl-tool-b3b2ad40564f2f2f,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b3ed15e92971b5ef,chatcmpl-tool-b3ed15e92971b5ef,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-b3f110cf66bb27b4,chatcmpl-tool-b3f110cf66bb27b4,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b4201560045fe332,chatcmpl-tool-b4201560045fe332,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b455adc15da23415,chatcmpl-tool-b455adc15da23415,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b4615e1bf6cc759a,chatcmpl-tool-b4615e1bf6cc759a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b4b97f299a6ffdd7,chatcmpl-tool-b4b97f299a6ffdd7,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,cat,1,file_reader,1,0,0,1,1,1,0,0
chatcmpl-tool-b5691c62681c9be0,chatcmpl-tool-b5691c62681c9be0,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2026-05-04-ghcr,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
